artist_id,artist_name
01809552-4f87-45b0-afff-2c6f0730a3be,Elvis Presley
a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead
20244d07-534f-4eff-b4d4-930878889970,Taylor Swift
f82bcf78-5b69-4622-a5ef-73800768d9ac,JAY‐Z
eea8a864-fcda-4602-9569-38ab446decd6,Louis Armstrong
056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk
