artist_id,artist_name,label_id,label_name,relation_type,begin,end
83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,96772f8e-b725-4f74-a053-921a573fa0e8,Pink Floyd Records,personal label,2016,
