artist_id,artist_name,role_type,target_type,target_id,area,tags,genres
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,d759d547-76fc-4c50-a253-091c1443c1fc,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,4e9e5e57-1049-43c6-bc5d-74201cfef566,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,1f77ce61-179b-40fb-a90c-45a9e234dcf2,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,36bdee87-52b4-4ee6-805e-59d56c25aa2e,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,6a5b2e57-8c1f-4dd1-af44-d4dc1163d3e6,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,11cc49bd-f531-4cdd-9b59-e1f59b06c1d7,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,19833db4-9752-4b60-9b6f-90b7dd6acc09,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,b14446e7-1212-4a83-b6e7-82d665227c4d,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,593e9317-a327-4a31-b796-416c62dcf49d,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,71144c3f-8f90-4de6-a038-65f11c1734af,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,029bf059-10c4-450c-95a2-57c1746f57fe,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,3fac712c-4196-4865-8c1a-94231a7da309,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,d4cd938f-e8b4-496d-a025-c5b81dd8cf22,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,aef0677b-93b4-4c66-be74-10120d0e6f5a,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,46969827-825c-4e4a-b547-7c7dcf9acf6e,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,021a6456-d926-4ef3-af96-963098c94068,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,ea61d42b-9a76-47fd-bcf7-df911640c309,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,3694e999-5288-4c1c-8869-e01c0cd22cb5,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,0a9bd729-37ff-40f8-9685-51bef1c7ad8b,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,d088ed9e-1921-4568-ae75-fba8b15ed206,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,22b602be-2446-4fe6-b2ee-238e519b00ea,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,60fc5753-479b-419f-a016-3fb19ca2ba9e,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,0343d3cf-f4ce-46fe-a25a-0e63474c0c36,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,5fb524f1-8cc8-4c04-a921-e34c0a911ea7,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,0ef2f43e-51d4-4930-9052-3820358044d5,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,a8b173dd-311d-4a15-bf10-44f7dbc44055,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,3589823f-b494-4b2d-aab3-c2e500f81175,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,c15254c7-79ae-4d39-81b7-61fdddadc5bf,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,d506a8b2-4ba9-49b9-941f-40d1295ebd29,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,c17e7b75-0ca5-4ead-9129-788bb7a71afd,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
