artist_mbid,artist_name,rg_mbid,rg_title,primary_type,first_release_date,first_release_year
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,3f46cf33-ef6e-4f4d-9e17-03760896aeff,S.O.S. (Mixes),Single,2006,2006.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,baca87df-ed18-3eb0-bfb9-5f8e010df2d4,SOS,Single,2006-02,2006.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,2f05e488-62c0-3187-85aa-f7cd670077ec,Unfaithful,Single,2006-08-04,2006.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,e5f421fc-b9eb-343e-9712-26b24955a2bc,We Ride,Single,2006-11-01,2006.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,5752cdd3-a8c7-3d42-8090-d9501b8a9da9,"Bravo Black Hits, Vol. 16",Album,2007-03-30,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,49395655-280b-32f4-8c6e-e9421a6e345d,Club 2K7,Album,2007-02-12,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,f0fca602-36e3-3816-9d35-b3b9cef45d33,Dancemix 2008,Album,2007-12-03,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,fe8bc91d-5486-4548-8673-d3b1b2d59057,Don’t Stop the Music,Single,2007-09-07,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,c2eb1abb-3876-4400-b803-bca87984353c,Don’t Stop the Music: Remixes,Single,2007-07,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,30076d5d-23d2-42e2-a95e-cb77c605bf70,"Firstclass: Best of 2007, Volume 1",Album,2007-05-11,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,04a0f619-8053-3bf4-87cc-ed0124573149,Ministry of Sound: Clubber’s Guide 2007,Album,2007,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,9ddbe3cd-48eb-3f24-95bf-de538444a27f,Much Dance 2008,Album,2007-11-27,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,1df28693-763f-3e19-9687-eefbd235e440,"RnB Superclub, Volume 6.0",Album,2007-03-24,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,78f6ba29-e590-3395-b570-38480cf6f79e,"Sexxxplicit R&B, Volume 29",Album,2007,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,d6708d76-4304-3560-957a-89923a83c53c,The Annual Compilation 2007,Album,2007-04-21,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,735f045f-55b7-3e3d-ae56-c27dea6a81c8,Umbrella,Single,2007-05,2007.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,ca7e65dd-793b-49a8-8fa5-e9f78f97e144,Addicted to Bassline,Album,2008-04-14,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,39bf0384-c57d-41df-b866-75f7363d5707,"Clubland, Volume 2",Album,2008-07-11,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,1ecd33e3-46a5-382c-a7f4-0ac4a3b96ee6,Disturbia,Single,2008,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,8014ca79-2fd6-4df5-a056-5e3d7e3b10b6,Disturbia (Remixes),Single,2008-09-21,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,7e48f018-b774-32e6-a68b-b42db04535c0,Good Girl Gone Bad,Album,2008-06-02,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,ea4d909f-53f5-402f-b922-70fc7a6ce4b9,Greatest Hits,Album,2008,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,cf287639-c9af-3abd-86aa-a38cff1987be,Jetix hits vakantie 2008,Album,2008,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,c83caa82-f010-4333-96b2-a95eb4b9ccdf,"Maxima FM Compilation, Volume 09",Album,2008,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,cbfc28de-aa25-3f46-941a-682f56069b99,"Promo Only: Dance Radio, July 2008",Album,2008-06-19,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,892ea7e7-b8d4-3756-9e07-332efc8129f7,"Promo Only: Dance Radio, June 2008",Album,2008-05-15,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,d92ecb03-528c-3efa-8b7a-a8ef6edc58e5,"Promo Only: Mainstream Club, July 2008",Album,2008-06-05,2008.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,3635674d-d87f-4a01-b08b-628ca0d1d0e1,Die ultimative Chart Show: Die erfolgreichsten Hits 2009,Album,2009-12-04,2009.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,1231365c-f7b5-306d-92f0-53110b2773b1,Good Girl Gone Bad: The Remixes,Album,2009-02-09,2009.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,8d6dfdc7-92ab-481a-933d-a232d48933af,Just Dance,Album,2009-05-26,2009.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,06fda337-5c4b-42e0-a96c-a349c786965f,Rated R,Album,2009-11-23,2009.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,6871a248-b624-4536-bd81-d85982fe672f,Ri Ri Remixes,EP,2009-10-26,2009.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,c5a2c9ec-2d16-4dca-89bd-0ee488f9be53,Russian Roulette,Single,2009-10,2009.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,624bab88-84fb-4d3a-b4a7-9af1e68ac731,"Black Summer Party: Best Of, Vol. 7",Album,2010-06-18,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,aef02456-20e9-4688-b814-7bb7f1466d32,Commercial Collection 327,,2010-04,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,62a31f66-3574-4c02-90f9-fffde3401d22,Fun Radio Summer Dance 2010,Album,2010-08,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,0517804d-a6d4-43dc-be0a-b7caf944663a,Los Nº 1 de los 40 Principales,Album,2010-10-26,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,7c6de97d-bf6a-4793-82f5-f142baed33e6,Loud,Album,2010-11-15,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,9e92d619-0439-4565-8024-03f1c5f2c4f5,Love 2 Club,Album,2010-01-25,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,c65e26c0-00af-4ebf-aac5-c60586fdf7e8,MNM Big Hits 2010.2,Album,2010,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,e16ecc86-dadc-485d-ac50-fe3dad38c72a,NRJ Dance 2010,Album,2010-05-24,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,ac0dee2f-ee33-41e4-8ebf-1c113dfffe5a,NRJ Summer Hits Only 2010,Album,2010-06-28,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,d783aaca-8629-43f8-84c1-31cc8dd81fdf,Now That’s What I Call Music! 54,Album,2010-03-24,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,28b2d32d-695e-49d2-8179-b895b9710164,Out Of The Box,Album,2010-10-09,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,4dac5016-63ff-4184-b3a5-cc81e756c55e,Rated R: Remixed,Album,2010-05-25,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,bff35e82-aeb2-48a1-9e4b-19ccdd134db8,Rockstar 101: The Remixes,Single,2010-05-18,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,00577f41-05ea-418d-9172-0b6cccfdd5ae,Rude Boy (The Remixes),Single,2010-03-23,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,8ebb54d0-85e6-40b8-9632-e9270ddc0830,So Fresh: The Hits of Autumn 2010,Album,2010-03-22,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,2433d70a-c5a7-49f0-8ab8-b816bb5aac32,So Fresh: The Hits of Spring 2010,Album,2010-09-10,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,13880940-0653-4b83-9798-7d4a5c8fb51b,"Sugar Free Pop Hits, Volume 4",Album,2010,2010.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,67c48578-f8d9-4188-8f62-f85a293091d9,CD Pool - Dance Hits (2011-01),Album,2011-01-18,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,4cc36036-bc74-4adb-9bd0-214bef902fe5,California King Bed (Remixes),Single,2011-07-15,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,a714eb51-51b3-4692-8ccb-0751f9d0aba1,Clubland 19,Album,2011-06-27,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,dd921127-1c24-4b15-85cb-208388dca3ab,DJ Kaori’s Party Mix 2,Album,2011-06-22,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,794aee17-0764-4b4d-814b-8ccb97dca62d,Hit Connection 2011.3,Album,2011,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,600508af-ae86-495a-bbe9-20d9fd478dc6,"Kontor: Top of the Clubs, Volume 52",Album,2011-09-16,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,4ea3cde8-55c5-41dc-b4ee-fc4986f38284,Ministry of Sound: Maximum Bass Platinum,Album,2011,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,82db57d4-8900-4984-823a-36357d6cdb27,Now! Christmas 5,Album,2011-12-06,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,3816bca1-3b16-4d50-909f-237a5bcf1a61,Now! Dance 2,Album,2011,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,82e0e45f-d1a3-4c4a-addc-6ddfb629d097,Only Girl (in the World),Single,2011,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,fd5d9647-4b11-4989-843b-60f91115d80e,"Promo Only: Rhythm Radio, August 2011",Album,2011-08,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,b4e32a23-58ed-475d-82cf-2e6819a8af7d,Remix Heaven 2010,Album,2011,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,a9db13b6-cac9-4c05-b47f-be965c064064,S&M,Single,2011-03-18,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,9a94acf9-fbc3-4934-9a13-efbe6430984a,Wild Reunion 1996–2011,Album,2011,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,5285118e-7f16-46ec-ad47-8c85814275b7,You Da One,Single,2011-11-14,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,20dd2caf-4ff9-419e-b4ec-e70473ba00ab,You da One (Remixes),Single,2011-11-14,2011.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,166f4265-f7a0-4e5d-a588-4d2f97905535,Diamonds (Remixes),Single,2012-12-18,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,915de83f-e17e-41cb-bdb3-a6c53e5d64a0,"Fun Club 2012, Vol 2",Album,2012,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,8ac9c680-8aea-4363-87ef-c3542401b15e,Grandmix 2012,Album,2012-12-28,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,0ca7b14a-18d4-47bd-86a7-04976f1f685a,LOUD Tour: Live at the O2,Album,2012-12-13,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,52e68cf2-03f3-4b56-ae26-6b118ef44ac1,Power Vrouwen Top 101,Album,2012-02-24,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,9b1089e9-0b31-4db0-be09-8679872d2ebf,The Video Year Mix 2012,,2012-12-28,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,84b8af08-d26b-46fe-a65f-64f311299d13,Where Have You Been,Single,2012,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,d51c2a58-aeae-47b4-b97e-407343aaa9ee,Where Have You Been (Remixes),Single,2012-05-12,2012.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,7d0af037-53b4-4631-b28c-3f627c96402e,#Holiday Anthems,Album,2013,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,fd6f45a8-79cc-417e-9656-f248a00e3fb8,EDM: Electronic Dance Music,Album,2013-05-06,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,9fe3579f-7ebc-4451-88af-55cca8ceee7e,For DJs Only 2013/01: Club Selection,Album,2013,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,e87f35d5-d685-4418-b5b2-5e6ece4ff916,Greatest Hits,Album,2013,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,d9899d4e-522b-4c00-ab9c-cdb77434021f,Latin Sensation 4,Album,2013-06-23,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,d2ecaadd-feaf-4e60-afa6-1c88c31c23fe,Rihanna 777 Documentary... 7Countries7Days7Shows,Album,2013-05-07,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,1ab3ba95-bc96-46f4-bc6d-1e57bc6ad1a0,Unapologetic,Album,2013,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,b42c40ed-c4d5-4f01-baa5-f0cdae753b74,We Love to Party,Album,2013-01-25,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,6a721c97-c364-4446-a4c4-5ea778c6b5fe,What Now (Remixes),Single,2013-09-17,2013.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,92500272-0e1a-4b9d-8867-4cf7b328f526,Eat Sleep Rave Repeat,Album,2014-02-10,2014.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,c7894c53-14f9-4dac-bc37-ecc75528b3e7,Bitch Better Have My Money (R3Hab Remix),Single,2015-05-04,2015.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,0c482acd-35a2-466b-b833-ef5f2f1297d4,ANTI,Album,2016-02-05,2016.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,7f042096-ebe9-440a-a97f-e875778bda86,Work (Remixes),Single,2016-03-18,2016.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,e484b7a7-bc75-41b2-acde-1eea293c796e,Sex With Me (Dance Remixes),Single,2017-02-03,2017.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,2e68c746-c2b0-41d2-bc21-88be346c1d0b,ETERNAL DAMNATION,Album,2019-08-25,2019.0
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,d4b579a2-c1b4-373c-9a9d-152b2412e354,"2007-07-07: Live Earth, Makuhari Messe, Tokyo, Japan",Album,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,97c1d9a9-7155-42a3-9de7-77618874b1ca,"Big Mike & Big Stress: R&B Jumpoff, Part 36",Album,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,82aa8d47-ce5f-4867-bed9-6f606cf092a9,Dutty Laundry: Hood Classics Radio 4,Album,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,f27ccb6c-634e-4297-aeda-410ca8cd9c94,Platinum Slow Jams 25,Album,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,b08e9fc9-62ad-341c-995b-5120cd1a4897,"Remixland 2006, Volume 5",Album,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,e50cbeaa-cdf6-4622-82c4-2e0bd3b24be5,Stripped: Raw and Real,Broadcast,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,97e53d2c-fc7e-4f6c-9b21-bbbd7acedaa4,The Singles Collection,Album,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,8b7a50c2-6abe-44fd-bad3-802106a82426,The Woman in Black,Album,,
7f9dd08a-ec4a-4ec9-b7a6-d794039143f4,Seo Fernandez,21141e95-bafd-4b18-b70b-97a9d5b9192d,Culpables (Bachata Version),Single,,
24ad22f5-201f-4e6f-914a-740bba823c2f,Tiguere,166549ef-1602-4fed-9d9f-53b0620e9791,No Guidance (Bachata Version),Single,,
ffaa2713-37c9-44f1-bcbd-41278a6383d7,Vinny Rivera,dedc6962-4ab1-413e-84bf-95a390b2d3d6,Perfecta (Bachata Version),Single,2022-08-19,2022.0
e741ddc7-a578-4dca-ba09-f1dc233ae0c0,VvvvvaVvvvvvr,2e894227-3e36-48cd-92f5-40ee79d24d3b,VvvvvaVvvvvvr’s Vighest Vuality Vips Volume Vinal: I uploaded Everything,Album,2020-07-12,2020.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,639afe6e-1f48-43ec-8568-00e5ed25c9bc,2001 Demo Tape,,2001,2001.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,c96996bf-c616-3343-a68b-e5a892c059e3,I’m Good…,Album,2003,2003.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,d19ccc7e-339b-3a11-b74b-32be54da117a,Jesus Walks,Single,2004,2004.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,c9ce2b19-7b10-3f20-a841-bf07cfcff35f,Kiss Jams,Album,2004-09-20,2004.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,8a01217e-6947-3927-a39b-6691104694f1,The College Dropout,Album,2004,2004.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,0ff20f60-7e8d-3e0b-912d-f45f11bdf741,The Everything Kanye Mixtape,Album,2004,2004.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,58adbae4-d201-3843-ba9c-fc94542596c0,Freshmen Adjustment,Album,2005-03-21,2005.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,c563d738-3841-31ce-b29d-ec6b40fd1e7b,Late Registration,Album,2005-03,2005.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,fdf1df79-1936-3779-ab2d-6f440dc2637e,The College Dropout Video Anthology,Album,2005-03-22,2005.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,beb388c3-9b36-4283-8255-f7480c0a7fee,YTV Big Fun Party Mix 6,Album,2005-04-19,2005.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,7c1ff7c9-d657-37b5-be71-1d74336dda1f,Allstars of Hip Hop and R&B,Album,2006-01-24,2006.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,ba02d882-b77c-348a-a6e4-2bb6fe0ae2fe,Touch the Sky,Album,2006-01,2006.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,03b9ed18-ad92-376c-9ddb-a76116787748,Ultimate R&B,Album,2006,2006.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,932df341-9a6e-383b-b017-121be44b4a50,Wake Up Mr. West,Single,2006,2006.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,5a1ec321-9076-4cf6-8a8c-f602c82b10a2,Alter Ego,Album,2007,2007.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,d44c50ad-61fd-3fce-95fc-27024d7f1d30,Graduation,Album,2007-09-05,2007.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,7b3bfb82-d7da-3dac-8012-93ec0423f5c6,September 11th: 50 Cent vs. Kanye,Album,2007,2007.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,2dd14603-8e60-464a-b9cb-34066081ec21,Stronger (Remixes),Single,2007-08-13,2007.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,09e82aa7-c8d0-3140-978c-1ee42fd65014,The Graduate,Album,2007-10-18,2007.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,4cec7e0b-4666-499e-8a7e-8a841f8718e1,The Illegal Album,Album,2007,2007.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,36f97f4e-9e9c-4fa0-9518-11778548715e,Can’t Tell Me Nothing / Barry Bonds,,2008,2008.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,242d3c11-f39b-4703-a305-310f318ff73d,Fast Forward,Album,2008-06-28,2008.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,f7ddaaf7-b4d7-4842-82a3-1518afe5949a,Good Life,Album,2008-05-12,2008.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,befe5b89-0ec4-4d63-9385-1477eb571ce6,Heartless,Single,2008-11-05,2008.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,a0afd355-d033-4bd0-83a8-ae071ef9e8c7,Kanye's Universe,Album,2008-09-12,2008.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,6cfc728b-c417-4993-9630-54beb7845579,Your Girls Favorite Mixtape (Fall Edition 2),Album,2008-11-22,2008.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,b6ecd507-7a29-444c-8ebc-61906a35015a,"Black Summer Party: Best Of, Vol. 6",Album,2009-06-05,2009.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,c2f538c1-58fe-44fd-be66-fb57738f8291,"Bravo Black Hits, Vol. 20",Album,2009-04-03,2009.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,120e948e-42c8-4783-a090-c227a7800d8a,Coast 2 Coast Instrumentals 9,Album,2009-01-23,2009.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,41efe651-b79a-4120-8599-87ca4b72f1fc,Glow in the Dark,EP,2009-10-20,2009.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,7d9ccfb6-debf-3f6b-8d3d-f0fc26b07ceb,NOW That’s What I Call Music! 51,Album,2009-03,2009.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,a1860a0f-1cb7-4398-8573-c6a699e63bc6,R.M.X II,Album,2009-08-01,2009.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,18296dab-ca5a-357a-b160-2279343bfe12,Sky High: Presented by DJ Benzi and Plain Pat,Album,2009,2009.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,699b2867-6c80-46f0-9ba8-b58317cf1e7b,CD POOL - HITS 26 - November 10,Album,2010-11-01,2010.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,8be0a05d-a0d0-4b85-ac54-6b0a42ee660a,Devil in a New Dress,Single,2010-09-04,2010.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,0a923d91-d46c-4d51-a8b5-ccd3fec40fc3,"Instrumental Slaughter, Volume 30",Album,2010-12-20,2010.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,5d6e21e1-deb5-428e-bb42-c2a567f3619b,My Beautiful Dark Twisted Fantasy,Album,2010-11-22,2010.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,e51f7f9c-e236-4d68-8dfa-5328c3d30e71,The Robot Remains: The Remix Collection,Album,2010-03,2010.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,d684142d-4343-4408-b11e-0eca5bbac012,VH1 Storytellers,Album,2010-01-05,2010.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,0e526a5c-958c-40a8-b383-a3956a1b0d7b,Award Tour: The 2011 Grammy Remix,Album,2011,2011.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,01eec786-c970-4dae-9fd1-e064ec2b8bca,Club Nights 7,Album,2011-05-10,2011.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,4a57c915-734a-4d43-9435-771e027311bd,Diggin’ in the Tapes,Album,2011-01-01,2011.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,0ab0315f-dd17-4b71-a163-d04ae2370f9b,Eyes Closed,Album,2011,2011.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,4f763a97-30ab-4082-9382-6767f4f2eb36,Live at Coachella 2011,Album,2011-04-17,2011.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,1af144c9-2026-4c49-b183-6d685293e345,G.O.O.D vs. YMCMB,Album,2012-06-05,2012.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,66e83c73-55ef-43b9-a8c1-a66c2e833dc8,Street Kings 13: Madness,Album,2012-10-26,2012.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,1c1b50ec-828b-3d7c-9b1b-54cb1fe97d55,808s & Heartbreak,Album,2013-12-17,2013.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,db47a2fd-0692-42e1-8aa2-2c89504647dc,Faith,Album,2013-09-07,2013.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,503ee7a9-930f-48d8-9160-fecdbda87521,"Girl Trapz, Volume Four",Album,2013-11-25,2013.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,80b01534-6010-4d95-9740-7a03b822ade9,The Prerequisite,Album,2013-04,2013.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,5d4d0f2d-9be7-4922-bc9a-cbd2880b12c2,Yeezus,Album,2013-07-10,2013.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,98b5d089-392a-40e4-9faf-ceb4491f5b0f,The Menu,Album,2015-05-25,2015.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,8c18657a-6338-490d-a952-897663596b96,The Life of Pablo,Album,2016-06-15,2016.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,c68b4479-57e0-459f-9747-00b2a75285ca,The Life of Paul,Album,2016-11-13,2016.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,85584ff2-61da-409e-89c6-90a684e39859,Tracks of the Month (February Edition) (2016),Album,2016-02-26,2016.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,b26cd80b-44ae-4199-8b77-72d6f957e624,TurboGrafx 16,Album,2016,2016.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,6900b3b5-94cd-45c8-ae20-c409791cca55,"Boiler Room: DJ Craze in London, Mar 28, 2017",Album,2017-03-28,2017.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,6448381d-9d98-4f84-b99d-733b6acde906,ye,Album,2018-06-06,2018.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,6b6441cb-e2d6-4634-99e1-38e94ae77fab,TURBOGRAFX 16: INDIGO SOUND,Album,2020-11-27,2020.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,89cb94a8-ba33-42ef-a2e3-554a0300022d,Good Ass Job,Album,2023-09-30,2023.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,2b7d0e71-a5f5-4899-8c03-0dd7e0a564d1,So Help Me God,Album,2023-10-01,2023.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,a9f2c54d-2c87-44ae-97e1-bd9790359d25,YEBU,Album,2023,2023.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,410228dc-fe53-4691-92db-c7370cb6ab11,Yeezification,Album,2023-07-16,2023.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,acd73897-c774-4c01-957d-3b35e57789d8,¥,Album,2023,2023.0
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,71ae08f1-e833-41fc-abc3-73d3dde224c2,Donda 2 (Beach House edition),Album,2024-01-22,2024.0
